,continent,country,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,outdoor
1424,Asia,Cambodia,2020-02-15,2.0,0.0,2.0,-17.0,5.0,0.0,-1.6
1425,Asia,Cambodia,2020-02-16,2.0,0.0,2.0,-19.0,3.0,2.0,-2.4
1426,Asia,Cambodia,2020-02-17,-2.0,-1.0,0.0,-19.0,5.0,2.0,-3.4
1427,Asia,Cambodia,2020-02-18,-2.0,0.0,-1.0,-20.0,5.0,1.0,-3.6
1428,Asia,Cambodia,2020-02-19,-2.0,-3.0,0.0,-20.0,5.0,2.0,-4.0
1429,Asia,Cambodia,2020-02-20,-1.0,-2.0,0.0,-21.0,6.0,2.0,-3.6
1430,Asia,Cambodia,2020-02-21,0.0,-1.0,2.0,-21.0,5.0,2.0,-3.0
1431,Asia,Cambodia,2020-02-22,0.0,0.0,2.0,-21.0,6.0,1.0,-2.6
1432,Asia,Cambodia,2020-02-23,0.0,-1.0,1.0,-19.0,4.0,2.0,-3.0
1433,Asia,Cambodia,2020-02-24,-3.0,-2.0,-3.0,-21.0,6.0,2.0,-4.6
1434,Asia,Cambodia,2020-02-25,-2.0,0.0,-3.0,-20.0,5.0,1.0,-4.0
1435,Asia,Cambodia,2020-02-26,-1.0,-1.0,1.0,-21.0,6.0,2.0,-3.2
1436,Asia,Cambodia,2020-02-27,-1.0,-1.0,0.0,-22.0,5.0,2.0,-3.8
1437,Asia,Cambodia,2020-02-28,0.0,-2.0,0.0,-22.0,5.0,1.0,-3.8
1438,Asia,Cambodia,2020-02-29,1.0,-1.0,-1.0,-21.0,5.0,0.0,-3.4
1439,Asia,Cambodia,2020-03-01,1.0,2.0,1.0,-19.0,5.0,1.0,-2.0
1440,Asia,Cambodia,2020-03-02,-1.0,1.0,-2.0,-19.0,6.0,1.0,-3.0
1441,Asia,Cambodia,2020-03-03,0.0,1.0,-1.0,-20.0,5.0,0.0,-3.0
1442,Asia,Cambodia,2020-03-04,1.0,1.0,2.0,-21.0,6.0,1.0,-2.2
1443,Asia,Cambodia,2020-03-05,1.0,2.0,2.0,-20.0,5.0,1.0,-2.0
1444,Asia,Cambodia,2020-03-06,0.0,3.0,0.0,-21.0,3.0,1.0,-3.0
1445,Asia,Cambodia,2020-03-07,-2.0,2.0,-2.0,-21.0,2.0,0.0,-4.2
1446,Asia,Cambodia,2020-03-08,-4.0,0.0,1.0,-23.0,0.0,2.0,-5.2
1447,Asia,Cambodia,2020-03-09,-7.0,-1.0,-3.0,-23.0,-20.0,6.0,-10.8
1448,Asia,Cambodia,2020-03-10,-6.0,1.0,-7.0,-23.0,4.0,1.0,-6.2
1449,Asia,Cambodia,2020-03-11,-5.0,-1.0,-5.0,-26.0,5.0,3.0,-6.4
1450,Asia,Cambodia,2020-03-12,-5.0,-3.0,-5.0,-27.0,4.0,2.0,-7.2
1451,Asia,Cambodia,2020-03-13,-5.0,-3.0,-5.0,-27.0,5.0,3.0,-7.0
1452,Asia,Cambodia,2020-03-14,-11.0,-4.0,-12.0,-27.0,3.0,4.0,-10.2
1453,Asia,Cambodia,2020-03-15,-13.0,-5.0,-15.0,-28.0,2.0,5.0,-11.8
1454,Asia,Cambodia,2020-03-16,-13.0,-4.0,-15.0,-27.0,-3.0,5.0,-12.4
1455,Asia,Cambodia,2020-03-17,-19.0,-6.0,-19.0,-30.0,-11.0,6.0,-17.0
1456,Asia,Cambodia,2020-03-18,-23.0,-11.0,-18.0,-35.0,-13.0,8.0,-20.0
1457,Asia,Cambodia,2020-03-19,-26.0,-14.0,-19.0,-39.0,-14.0,9.0,-22.4
1458,Asia,Cambodia,2020-03-20,-28.0,-14.0,-21.0,-41.0,-15.0,10.0,-23.8
1459,Asia,Cambodia,2020-03-21,-33.0,-18.0,-27.0,-44.0,-14.0,10.0,-27.2
1460,Asia,Cambodia,2020-03-22,-36.0,-23.0,-28.0,-49.0,-9.0,10.0,-29.0
1461,Asia,Cambodia,2020-03-23,-35.0,-21.0,-26.0,-48.0,-18.0,11.0,-29.6
1462,Asia,Cambodia,2020-03-24,-36.0,-22.0,-28.0,-50.0,-20.0,11.0,-31.2
1463,Asia,Cambodia,2020-03-25,-36.0,-22.0,-26.0,-51.0,-21.0,12.0,-31.2
1464,Asia,Cambodia,2020-03-26,-37.0,-24.0,-27.0,-53.0,-21.0,13.0,-32.4
1465,Asia,Cambodia,2020-03-27,-38.0,-25.0,-27.0,-53.0,-22.0,13.0,-33.0
1466,Asia,Cambodia,2020-03-28,-41.0,-27.0,-32.0,-55.0,-20.0,12.0,-35.0
1467,Asia,Cambodia,2020-03-29,-43.0,-29.0,-31.0,-57.0,-15.0,12.0,-35.0
1468,Asia,Cambodia,2020-03-30,-39.0,-26.0,-29.0,-55.0,-23.0,13.0,-34.4
1469,Asia,Cambodia,2020-03-31,-38.0,-24.0,-28.0,-54.0,-24.0,11.0,-33.6
1470,Asia,Cambodia,2020-04-01,-37.0,-24.0,-26.0,-53.0,-27.0,12.0,-33.4
1471,Asia,Cambodia,2020-04-02,-37.0,-24.0,-26.0,-56.0,-27.0,12.0,-34.0
1472,Asia,Cambodia,2020-04-03,-37.0,-22.0,-24.0,-55.0,-27.0,12.0,-33.0
1473,Asia,Cambodia,2020-04-04,-41.0,-26.0,-27.0,-56.0,-28.0,10.0,-35.6
1474,Asia,Cambodia,2020-04-05,-41.0,-27.0,-30.0,-58.0,-20.0,11.0,-35.2
1475,Asia,Cambodia,2020-04-06,-37.0,-23.0,-27.0,-55.0,-27.0,12.0,-33.8
1476,Asia,Cambodia,2020-04-07,-38.0,-22.0,-28.0,-54.0,-28.0,11.0,-34.0
1477,Asia,Cambodia,2020-04-08,-36.0,-23.0,-24.0,-55.0,-28.0,12.0,-33.2
1478,Asia,Cambodia,2020-04-09,-38.0,-23.0,-27.0,-55.0,-29.0,12.0,-34.4
1479,Asia,Cambodia,2020-04-10,-41.0,-23.0,-28.0,-61.0,-30.0,15.0,-36.6
1480,Asia,Cambodia,2020-04-11,-44.0,-26.0,-33.0,-63.0,-31.0,15.0,-39.4
1481,Asia,Cambodia,2020-04-12,-46.0,-26.0,-35.0,-64.0,-24.0,15.0,-39.0
1482,Asia,Cambodia,2020-04-13,-46.0,-22.0,-32.0,-65.0,-36.0,17.0,-40.2
1483,Asia,Cambodia,2020-04-14,-47.0,-34.0,-28.0,-64.0,-37.0,13.0,-42.0
1484,Asia,Cambodia,2020-04-15,-47.0,-35.0,-25.0,-66.0,-37.0,14.0,-42.0
1485,Asia,Cambodia,2020-04-16,-46.0,-34.0,-26.0,-64.0,-36.0,14.0,-41.2
1486,Asia,Cambodia,2020-04-17,-42.0,-28.0,-26.0,-60.0,-34.0,13.0,-38.0
1487,Asia,Cambodia,2020-04-18,-42.0,-29.0,-29.0,-57.0,-33.0,11.0,-38.0
1488,Asia,Cambodia,2020-04-19,-42.0,-29.0,-28.0,-57.0,-22.0,10.0,-35.6
1489,Asia,Cambodia,2020-04-20,-36.0,-24.0,-26.0,-53.0,-27.0,11.0,-33.2
1490,Asia,Cambodia,2020-04-21,-36.0,-24.0,-25.0,-51.0,-27.0,10.0,-32.6
1491,Asia,Cambodia,2020-04-22,-35.0,-25.0,-24.0,-53.0,-27.0,12.0,-32.8
1492,Asia,Cambodia,2020-04-23,-36.0,-26.0,-24.0,-53.0,-26.0,12.0,-33.0
1493,Asia,Cambodia,2020-04-24,-35.0,-24.0,-24.0,-54.0,-26.0,12.0,-32.6
1494,Asia,Cambodia,2020-04-25,-35.0,-24.0,-27.0,-53.0,-25.0,10.0,-32.8
1495,Asia,Cambodia,2020-04-26,-35.0,-25.0,-25.0,-53.0,-17.0,10.0,-31.0
1496,Asia,Cambodia,2020-04-27,-33.0,-23.0,-25.0,-52.0,-23.0,11.0,-31.2
1497,Asia,Cambodia,2020-04-28,-33.0,-21.0,-24.0,-49.0,-24.0,9.0,-30.2
1498,Asia,Cambodia,2020-04-29,-31.0,-21.0,-18.0,-49.0,-24.0,10.0,-28.6
1499,Asia,Cambodia,2020-04-30,-29.0,-20.0,-15.0,-49.0,-23.0,10.0,-27.2
1500,Asia,Cambodia,2020-05-01,-31.0,-18.0,-10.0,-51.0,-48.0,14.0,-31.6
1501,Asia,Cambodia,2020-05-02,-33.0,-22.0,-17.0,-51.0,-29.0,10.0,-30.4
1502,Asia,Cambodia,2020-05-03,-33.0,-23.0,-20.0,-50.0,-13.0,8.0,-27.8
1503,Asia,Cambodia,2020-05-04,-30.0,-20.0,-22.0,-50.0,-22.0,10.0,-28.8
1504,Asia,Cambodia,2020-05-05,-28.0,-17.0,-20.0,-47.0,-22.0,8.0,-26.8
1505,Asia,Cambodia,2020-05-06,-27.0,-15.0,-11.0,-48.0,-44.0,14.0,-29.0
1506,Asia,Cambodia,2020-05-07,-27.0,-18.0,-18.0,-47.0,-20.0,10.0,-26.0
1507,Asia,Cambodia,2020-05-08,-26.0,-16.0,-18.0,-48.0,-20.0,10.0,-25.6
1508,Asia,Cambodia,2020-05-09,-26.0,-15.0,-15.0,-45.0,-21.0,8.0,-24.4
1509,Asia,Cambodia,2020-05-10,-26.0,-16.0,-9.0,-45.0,-12.0,7.0,-21.6
1510,Asia,Cambodia,2020-05-11,-26.0,-14.0,-12.0,-45.0,-36.0,12.0,-26.6
1511,Asia,Cambodia,2020-05-12,-25.0,-13.0,-17.0,-44.0,-20.0,8.0,-23.8
1512,Asia,Cambodia,2020-05-13,-24.0,-15.0,-14.0,-45.0,-21.0,9.0,-23.8
3916,Asia,Indonesia,2020-02-15,-2.0,-2.0,-8.0,1.0,5.0,1.0,-1.2
3917,Asia,Indonesia,2020-02-16,-3.0,-3.0,-7.0,-4.0,2.0,2.0,-3.0
3918,Asia,Indonesia,2020-02-17,-3.0,-4.0,-7.0,-1.0,3.0,1.0,-2.4
3919,Asia,Indonesia,2020-02-18,-3.0,-2.0,-4.0,1.0,2.0,1.0,-1.2
3920,Asia,Indonesia,2020-02-19,-3.0,-4.0,-3.0,0.0,1.0,1.0,-1.8
3921,Asia,Indonesia,2020-02-20,-2.0,-1.0,-1.0,4.0,1.0,1.0,0.2
3922,Asia,Indonesia,2020-02-21,-2.0,-3.0,-5.0,2.0,5.0,1.0,-0.6
3923,Asia,Indonesia,2020-02-22,0.0,0.0,-5.0,1.0,5.0,0.0,0.2
3924,Asia,Indonesia,2020-02-23,-2.0,-1.0,-5.0,-4.0,3.0,1.0,-1.8
3925,Asia,Indonesia,2020-02-24,-2.0,-3.0,-4.0,-1.0,4.0,1.0,-1.2
3926,Asia,Indonesia,2020-02-25,-5.0,-2.0,-6.0,-6.0,-2.0,3.0,-4.2
3927,Asia,Indonesia,2020-02-26,-2.0,-1.0,-3.0,0.0,3.0,0.0,-0.6
3928,Asia,Indonesia,2020-02-27,0.0,2.0,-3.0,2.0,4.0,0.0,1.0
3929,Asia,Indonesia,2020-02-28,1.0,3.0,-5.0,3.0,5.0,1.0,1.4
3930,Asia,Indonesia,2020-02-29,2.0,6.0,-7.0,4.0,6.0,0.0,2.2
3931,Asia,Indonesia,2020-03-01,1.0,5.0,-8.0,0.0,3.0,1.0,0.2
3932,Asia,Indonesia,2020-03-02,5.0,12.0,0.0,3.0,5.0,0.0,5.0
3933,Asia,Indonesia,2020-03-03,3.0,10.0,-2.0,2.0,5.0,0.0,3.6
3934,Asia,Indonesia,2020-03-04,0.0,4.0,-5.0,-1.0,4.0,1.0,0.4
3935,Asia,Indonesia,2020-03-05,4.0,8.0,-1.0,3.0,4.0,0.0,3.6
3936,Asia,Indonesia,2020-03-06,2.0,4.0,-3.0,3.0,6.0,1.0,2.4
3937,Asia,Indonesia,2020-03-07,3.0,6.0,-4.0,3.0,6.0,0.0,2.8
3938,Asia,Indonesia,2020-03-08,1.0,4.0,-4.0,-1.0,4.0,1.0,0.8
3939,Asia,Indonesia,2020-03-09,2.0,3.0,-1.0,1.0,5.0,1.0,2.0
3940,Asia,Indonesia,2020-03-10,3.0,6.0,2.0,1.0,4.0,1.0,3.2
3941,Asia,Indonesia,2020-03-11,3.0,5.0,2.0,1.0,4.0,1.0,3.0
3942,Asia,Indonesia,2020-03-12,2.0,3.0,0.0,1.0,4.0,1.0,2.0
3943,Asia,Indonesia,2020-03-13,2.0,3.0,-2.0,1.0,6.0,1.0,2.0
3944,Asia,Indonesia,2020-03-14,-2.0,3.0,-6.0,-5.0,5.0,1.0,-1.0
3945,Asia,Indonesia,2020-03-15,-7.0,3.0,-12.0,-12.0,4.0,3.0,-4.8
3946,Asia,Indonesia,2020-03-16,-7.0,2.0,-8.0,-12.0,-8.0,5.0,-6.6
3947,Asia,Indonesia,2020-03-17,-9.0,1.0,-10.0,-16.0,-13.0,6.0,-9.4
3948,Asia,Indonesia,2020-03-18,-11.0,0.0,-12.0,-21.0,-16.0,8.0,-12.0
3949,Asia,Indonesia,2020-03-19,-16.0,-5.0,-17.0,-26.0,-17.0,9.0,-16.2
3950,Asia,Indonesia,2020-03-20,-19.0,-7.0,-21.0,-31.0,-18.0,10.0,-19.2
3951,Asia,Indonesia,2020-03-21,-23.0,-5.0,-30.0,-33.0,-11.0,9.0,-20.4
3952,Asia,Indonesia,2020-03-22,-32.0,-15.0,-39.0,-42.0,-7.0,10.0,-27.0
3953,Asia,Indonesia,2020-03-23,-27.0,-12.0,-25.0,-41.0,-27.0,13.0,-26.4
3954,Asia,Indonesia,2020-03-24,-29.0,-11.0,-26.0,-42.0,-31.0,13.0,-27.8
3955,Asia,Indonesia,2020-03-25,-38.0,-20.0,-31.0,-52.0,-59.0,21.0,-40.0
3956,Asia,Indonesia,2020-03-26,-34.0,-17.0,-30.0,-46.0,-34.0,15.0,-32.2
3957,Asia,Indonesia,2020-03-27,-36.0,-17.0,-34.0,-49.0,-33.0,16.0,-33.8
3958,Asia,Indonesia,2020-03-28,-42.0,-20.0,-46.0,-50.0,-23.0,15.0,-36.2
3959,Asia,Indonesia,2020-03-29,-47.0,-27.0,-52.0,-54.0,-15.0,15.0,-39.0
3960,Asia,Indonesia,2020-03-30,-36.0,-20.0,-32.0,-51.0,-34.0,16.0,-34.6
3961,Asia,Indonesia,2020-03-31,-35.0,-16.0,-32.0,-49.0,-35.0,15.0,-33.4
3962,Asia,Indonesia,2020-04-01,-31.0,-10.0,-28.0,-49.0,-35.0,15.0,-30.6
3963,Asia,Indonesia,2020-04-02,-33.0,-13.0,-29.0,-50.0,-35.0,16.0,-32.0
3964,Asia,Indonesia,2020-04-03,-35.0,-17.0,-34.0,-53.0,-34.0,17.0,-34.6
3965,Asia,Indonesia,2020-04-04,-40.0,-20.0,-45.0,-54.0,-25.0,15.0,-36.8
3966,Asia,Indonesia,2020-04-05,-43.0,-24.0,-50.0,-58.0,-17.0,14.0,-38.4
3967,Asia,Indonesia,2020-04-06,-34.0,-20.0,-31.0,-54.0,-34.0,16.0,-34.6
3968,Asia,Indonesia,2020-04-07,-33.0,-16.0,-30.0,-51.0,-35.0,15.0,-33.0
3969,Asia,Indonesia,2020-04-08,-34.0,-17.0,-30.0,-52.0,-36.0,15.0,-33.8
3970,Asia,Indonesia,2020-04-09,-31.0,-13.0,-28.0,-50.0,-35.0,15.0,-31.4
3971,Asia,Indonesia,2020-04-10,-43.0,-28.0,-37.0,-64.0,-60.0,24.0,-46.4
3972,Asia,Indonesia,2020-04-11,-43.0,-24.0,-46.0,-59.0,-30.0,17.0,-40.4
3973,Asia,Indonesia,2020-04-12,-46.0,-27.0,-50.0,-61.0,-17.0,15.0,-40.2
3974,Asia,Indonesia,2020-04-13,-33.0,-19.0,-29.0,-56.0,-35.0,17.0,-34.4
3975,Asia,Indonesia,2020-04-14,-34.0,-19.0,-29.0,-54.0,-36.0,16.0,-34.4
3976,Asia,Indonesia,2020-04-15,-35.0,-19.0,-29.0,-55.0,-36.0,17.0,-34.8
3977,Asia,Indonesia,2020-04-16,-34.0,-18.0,-29.0,-56.0,-36.0,17.0,-34.6
3978,Asia,Indonesia,2020-04-17,-38.0,-23.0,-35.0,-58.0,-35.0,18.0,-37.8
3979,Asia,Indonesia,2020-04-18,-43.0,-25.0,-46.0,-58.0,-24.0,15.0,-39.2
3980,Asia,Indonesia,2020-04-19,-45.0,-26.0,-49.0,-60.0,-14.0,14.0,-38.8
3981,Asia,Indonesia,2020-04-20,-34.0,-19.0,-29.0,-56.0,-34.0,16.0,-34.4
3982,Asia,Indonesia,2020-04-21,-35.0,-19.0,-31.0,-55.0,-36.0,16.0,-35.2
3983,Asia,Indonesia,2020-04-22,-34.0,-16.0,-28.0,-53.0,-36.0,15.0,-33.4
3984,Asia,Indonesia,2020-04-23,-32.0,-10.0,-28.0,-50.0,-37.0,15.0,-31.4
3985,Asia,Indonesia,2020-04-24,-49.0,-30.0,-45.0,-64.0,-43.0,22.0,-46.2
3986,Asia,Indonesia,2020-04-25,-50.0,-29.0,-53.0,-64.0,-30.0,19.0,-45.2
3987,Asia,Indonesia,2020-04-26,-53.0,-34.0,-58.0,-68.0,-18.0,18.0,-46.2
3988,Asia,Indonesia,2020-04-27,-43.0,-28.0,-38.0,-62.0,-36.0,19.0,-41.4
3989,Asia,Indonesia,2020-04-28,-43.0,-26.0,-38.0,-61.0,-38.0,18.0,-41.2
3990,Asia,Indonesia,2020-04-29,-42.0,-24.0,-36.0,-60.0,-37.0,18.0,-39.8
3991,Asia,Indonesia,2020-04-30,-40.0,-19.0,-35.0,-58.0,-36.0,18.0,-37.6
3992,Asia,Indonesia,2020-05-01,-44.0,-23.0,-42.0,-67.0,-59.0,25.0,-47.0
3993,Asia,Indonesia,2020-05-02,-46.0,-24.0,-50.0,-62.0,-28.0,18.0,-42.0
3994,Asia,Indonesia,2020-05-03,-48.0,-28.0,-55.0,-65.0,-14.0,17.0,-42.0
3995,Asia,Indonesia,2020-05-04,-38.0,-21.0,-34.0,-60.0,-35.0,18.0,-37.6
3996,Asia,Indonesia,2020-05-05,-39.0,-19.0,-34.0,-58.0,-36.0,18.0,-37.2
3997,Asia,Indonesia,2020-05-06,-38.0,-18.0,-33.0,-58.0,-36.0,18.0,-36.6
3998,Asia,Indonesia,2020-05-07,-44.0,-18.0,-37.0,-62.0,-58.0,24.0,-43.8
3999,Asia,Indonesia,2020-05-08,-44.0,-19.0,-41.0,-59.0,-35.0,19.0,-39.6
4000,Asia,Indonesia,2020-05-09,-48.0,-22.0,-52.0,-59.0,-26.0,17.0,-41.4
4001,Asia,Indonesia,2020-05-10,-48.0,-23.0,-54.0,-62.0,-12.0,16.0,-39.8
4002,Asia,Indonesia,2020-05-11,-39.0,-16.0,-36.0,-56.0,-34.0,18.0,-36.2
4003,Asia,Indonesia,2020-05-12,-38.0,-13.0,-33.0,-54.0,-35.0,18.0,-34.6
4004,Asia,Indonesia,2020-05-13,-37.0,-12.0,-32.0,-54.0,-34.0,17.0,-33.8
4984,Asia,Laos,2020-02-15,0.0,4.0,-1.0,-9.0,5.0,1.0,-0.2
4985,Asia,Laos,2020-02-16,-2.0,3.0,-4.0,-6.0,4.0,2.0,-1.0
4986,Asia,Laos,2020-02-17,-1.0,3.0,-2.0,-7.0,10.0,1.0,0.6
4987,Asia,Laos,2020-02-18,-1.0,3.0,0.0,-5.0,10.0,1.0,1.4
4988,Asia,Laos,2020-02-19,-1.0,0.0,0.0,-4.0,9.0,2.0,0.8
4989,Asia,Laos,2020-02-20,-2.0,0.0,1.0,-7.0,11.0,1.0,0.6
4990,Asia,Laos,2020-02-21,0.0,2.0,1.0,-8.0,17.0,1.0,2.4
4991,Asia,Laos,2020-02-22,0.0,4.0,-2.0,-14.0,5.0,3.0,-1.4
4992,Asia,Laos,2020-02-23,2.0,4.0,-3.0,-12.0,6.0,1.0,-0.6
4993,Asia,Laos,2020-02-24,1.0,3.0,-1.0,-6.0,9.0,1.0,1.2
4994,Asia,Laos,2020-02-25,3.0,4.0,3.0,-5.0,9.0,1.0,2.8
4995,Asia,Laos,2020-02-26,0.0,1.0,1.0,-4.0,8.0,1.0,1.2
4996,Asia,Laos,2020-02-27,1.0,3.0,2.0,-6.0,10.0,1.0,2.0
4997,Asia,Laos,2020-02-28,4.0,5.0,2.0,-3.0,14.0,0.0,4.4
4998,Asia,Laos,2020-02-29,1.0,5.0,-3.0,-7.0,7.0,0.0,0.6
4999,Asia,Laos,2020-03-01,1.0,5.0,-6.0,-7.0,6.0,1.0,-0.2
5000,Asia,Laos,2020-03-02,1.0,5.0,-2.0,-3.0,11.0,0.0,2.4
5001,Asia,Laos,2020-03-03,2.0,4.0,-1.0,-4.0,10.0,0.0,2.2
5002,Asia,Laos,2020-03-04,-2.0,1.0,-3.0,-4.0,7.0,1.0,-0.2
5003,Asia,Laos,2020-03-05,-1.0,4.0,1.0,-6.0,10.0,0.0,1.6
5004,Asia,Laos,2020-03-06,0.0,3.0,3.0,-6.0,8.0,1.0,1.6
5005,Asia,Laos,2020-03-07,1.0,6.0,0.0,-11.0,5.0,1.0,0.2
