,continent,country,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,outdoor
7433,Asia,Philippines,2020-04-01,-79.0,-58.0,-48.0,-84.0,-74.0,35.0,-68.6
7434,Asia,Philippines,2020-04-02,-80.0,-58.0,-49.0,-84.0,-74.0,36.0,-69.0
7435,Asia,Philippines,2020-04-03,-80.0,-58.0,-54.0,-85.0,-73.0,39.0,-70.0
7436,Asia,Philippines,2020-04-04,-80.0,-58.0,-57.0,-84.0,-63.0,31.0,-68.4
7437,Asia,Philippines,2020-04-05,-82.0,-62.0,-60.0,-84.0,-54.0,26.0,-68.4
7438,Asia,Philippines,2020-04-06,-78.0,-57.0,-48.0,-84.0,-72.0,35.0,-67.8
7439,Asia,Philippines,2020-04-07,-77.0,-54.0,-48.0,-83.0,-74.0,35.0,-67.2
7440,Asia,Philippines,2020-04-08,-76.0,-50.0,-47.0,-83.0,-74.0,34.0,-66.0
7441,Asia,Philippines,2020-04-09,-85.0,-65.0,-51.0,-86.0,-80.0,38.0,-73.4
7442,Asia,Philippines,2020-04-10,-90.0,-78.0,-59.0,-90.0,-82.0,43.0,-79.8
7443,Asia,Philippines,2020-04-11,-82.0,-60.0,-59.0,-86.0,-67.0,32.0,-70.8
7444,Asia,Philippines,2020-04-12,-82.0,-62.0,-60.0,-84.0,-55.0,26.0,-68.6
7445,Asia,Philippines,2020-04-13,-76.0,-53.0,-47.0,-83.0,-71.0,35.0,-66.0
7446,Asia,Philippines,2020-04-14,-76.0,-52.0,-48.0,-82.0,-73.0,35.0,-66.2
7447,Asia,Philippines,2020-04-15,-76.0,-53.0,-48.0,-83.0,-72.0,35.0,-66.4
7448,Asia,Philippines,2020-04-16,-77.0,-54.0,-48.0,-84.0,-72.0,36.0,-67.0
7449,Asia,Philippines,2020-04-17,-79.0,-56.0,-53.0,-85.0,-71.0,39.0,-68.8
7450,Asia,Philippines,2020-04-18,-81.0,-61.0,-60.0,-84.0,-62.0,30.0,-69.6
7451,Asia,Philippines,2020-04-19,-83.0,-66.0,-63.0,-85.0,-54.0,26.0,-70.2
7452,Asia,Philippines,2020-04-20,-78.0,-58.0,-50.0,-84.0,-71.0,35.0,-68.2
7453,Asia,Philippines,2020-04-21,-79.0,-60.0,-51.0,-84.0,-72.0,35.0,-69.2
7454,Asia,Philippines,2020-04-22,-80.0,-62.0,-51.0,-85.0,-72.0,35.0,-70.0
7455,Asia,Philippines,2020-04-23,-80.0,-62.0,-53.0,-85.0,-72.0,36.0,-70.4
7456,Asia,Philippines,2020-04-24,-81.0,-63.0,-57.0,-86.0,-71.0,38.0,-71.6
7457,Asia,Philippines,2020-04-25,-81.0,-62.0,-60.0,-85.0,-61.0,31.0,-69.8
7458,Asia,Philippines,2020-04-26,-84.0,-69.0,-63.0,-85.0,-53.0,27.0,-70.8
7459,Asia,Philippines,2020-04-27,-78.0,-60.0,-50.0,-84.0,-69.0,35.0,-68.2
7460,Asia,Philippines,2020-04-28,-77.0,-58.0,-50.0,-83.0,-71.0,35.0,-67.8
7461,Asia,Philippines,2020-04-29,-77.0,-57.0,-48.0,-83.0,-70.0,34.0,-67.0
7462,Asia,Philippines,2020-04-30,-82.0,-50.0,-54.0,-79.0,-69.0,34.0,-66.8
7463,Asia,Philippines,2020-05-01,-84.0,-53.0,-59.0,-82.0,-74.0,39.0,-70.4
7464,Asia,Philippines,2020-05-02,-84.0,-53.0,-62.0,-79.0,-58.0,30.0,-67.2
7465,Asia,Philippines,2020-05-03,-87.0,-63.0,-66.0,-81.0,-51.0,26.0,-69.6
7466,Asia,Philippines,2020-05-04,-81.0,-51.0,-53.0,-78.0,-66.0,33.0,-65.8
7467,Asia,Philippines,2020-05-05,-81.0,-48.0,-53.0,-77.0,-67.0,33.0,-65.2
7468,Asia,Philippines,2020-05-06,-80.0,-47.0,-52.0,-76.0,-67.0,33.0,-64.4
7469,Asia,Philippines,2020-05-07,-80.0,-47.0,-52.0,-77.0,-67.0,33.0,-64.6
7470,Asia,Philippines,2020-05-08,-80.0,-47.0,-56.0,-78.0,-65.0,36.0,-65.2
7471,Asia,Philippines,2020-05-09,-79.0,-45.0,-59.0,-75.0,-53.0,28.0,-62.2
7472,Asia,Philippines,2020-05-10,-81.0,-51.0,-61.0,-76.0,-45.0,24.0,-62.8
7473,Asia,Philippines,2020-05-11,-78.0,-45.0,-50.0,-75.0,-63.0,33.0,-62.2
7474,Asia,Philippines,2020-05-12,-78.0,-44.0,-51.0,-75.0,-65.0,33.0,-62.6
7475,Asia,Philippines,2020-05-13,-78.0,-44.0,-51.0,-76.0,-64.0,33.0,-62.6
8188,Asia,Singapore,2020-02-15,-14.0,-9.0,-10.0,-17.0,-4.0,8.0,-10.8
8189,Asia,Singapore,2020-02-16,-19.0,-17.0,-18.0,-22.0,-7.0,8.0,-16.6
8190,Asia,Singapore,2020-02-17,-12.0,-6.0,-7.0,-14.0,-4.0,7.0,-8.6
8191,Asia,Singapore,2020-02-18,-13.0,-9.0,-7.0,-15.0,-5.0,7.0,-9.8
8192,Asia,Singapore,2020-02-19,-14.0,-14.0,-6.0,-15.0,-5.0,8.0,-10.8
8193,Asia,Singapore,2020-02-20,-14.0,-13.0,-10.0,-12.0,-5.0,7.0,-10.8
8194,Asia,Singapore,2020-02-21,-11.0,-12.0,-14.0,-12.0,0.0,8.0,-9.8
8195,Asia,Singapore,2020-02-22,-11.0,-9.0,-5.0,-16.0,-3.0,6.0,-8.8
8196,Asia,Singapore,2020-02-23,-14.0,-12.0,-3.0,-19.0,-5.0,6.0,-10.6
8197,Asia,Singapore,2020-02-24,-12.0,-8.0,-12.0,-14.0,-3.0,7.0,-9.8
8198,Asia,Singapore,2020-02-25,-10.0,-6.0,-2.0,-13.0,-3.0,6.0,-6.8
8199,Asia,Singapore,2020-02-26,-12.0,-13.0,-4.0,-14.0,-4.0,7.0,-9.4
8200,Asia,Singapore,2020-02-27,-12.0,-9.0,-5.0,-9.0,-4.0,6.0,-7.8
8201,Asia,Singapore,2020-02-28,-8.0,-10.0,-8.0,-11.0,1.0,7.0,-7.2
8202,Asia,Singapore,2020-02-29,-8.0,-7.0,-2.0,-13.0,0.0,5.0,-6.0
8203,Asia,Singapore,2020-03-01,-11.0,-9.0,-1.0,-16.0,-3.0,5.0,-8.0
8204,Asia,Singapore,2020-03-02,-8.0,-5.0,-7.0,-12.0,-2.0,6.0,-6.8
8205,Asia,Singapore,2020-03-03,-8.0,-5.0,-3.0,-13.0,-1.0,6.0,-6.0
8206,Asia,Singapore,2020-03-04,-11.0,-12.0,-7.0,-12.0,-2.0,6.0,-8.8
8207,Asia,Singapore,2020-03-05,-12.0,-11.0,-13.0,-9.0,-2.0,6.0,-9.4
8208,Asia,Singapore,2020-03-06,-8.0,-9.0,-8.0,-10.0,3.0,7.0,-6.4
8209,Asia,Singapore,2020-03-07,-10.0,-8.0,-16.0,-15.0,0.0,6.0,-9.8
8210,Asia,Singapore,2020-03-08,-11.0,-10.0,-7.0,-16.0,-2.0,5.0,-9.2
8211,Asia,Singapore,2020-03-09,-11.0,-7.0,-9.0,-14.0,-1.0,6.0,-8.4
8212,Asia,Singapore,2020-03-10,-11.0,-7.0,-4.0,-13.0,-1.0,6.0,-7.2
8213,Asia,Singapore,2020-03-11,-13.0,-12.0,-9.0,-13.0,-2.0,7.0,-9.8
8214,Asia,Singapore,2020-03-12,-13.0,-9.0,-8.0,-9.0,-2.0,6.0,-8.2
8215,Asia,Singapore,2020-03-13,-10.0,-10.0,-9.0,-12.0,1.0,8.0,-8.0
8216,Asia,Singapore,2020-03-14,-11.0,-8.0,-1.0,-15.0,0.0,6.0,-7.0
8217,Asia,Singapore,2020-03-15,-14.0,-10.0,4.0,-18.0,-3.0,6.0,-8.2
8218,Asia,Singapore,2020-03-16,-10.0,-2.0,1.0,-16.0,-11.0,9.0,-7.6
8219,Asia,Singapore,2020-03-17,-8.0,16.0,2.0,-16.0,-12.0,9.0,-3.6
8220,Asia,Singapore,2020-03-18,-11.0,-2.0,-3.0,-19.0,-14.0,11.0,-9.8
8221,Asia,Singapore,2020-03-19,-13.0,-1.0,-2.0,-19.0,-16.0,12.0,-10.2
8222,Asia,Singapore,2020-03-20,-11.0,-6.0,-6.0,-21.0,-13.0,15.0,-11.4
8223,Asia,Singapore,2020-03-21,-13.0,-4.0,-15.0,-23.0,-3.0,11.0,-11.6
8224,Asia,Singapore,2020-03-22,-18.0,-8.0,-18.0,-31.0,-8.0,11.0,-16.6
8225,Asia,Singapore,2020-03-23,-16.0,-3.0,-23.0,-24.0,-11.0,12.0,-15.4
8226,Asia,Singapore,2020-03-24,-13.0,3.0,-9.0,-23.0,-13.0,12.0,-11.0
8227,Asia,Singapore,2020-03-25,-16.0,-1.0,-13.0,-25.0,-15.0,14.0,-14.0
8228,Asia,Singapore,2020-03-26,-18.0,4.0,-15.0,-25.0,-16.0,14.0,-14.0
8229,Asia,Singapore,2020-03-27,-20.0,-1.0,-24.0,-27.0,-14.0,18.0,-17.2
8230,Asia,Singapore,2020-03-28,-23.0,3.0,-15.0,-33.0,-8.0,15.0,-15.2
8231,Asia,Singapore,2020-03-29,-28.0,-6.0,-12.0,-40.0,-15.0,15.0,-20.2
8232,Asia,Singapore,2020-03-30,-21.0,-1.0,-16.0,-29.0,-18.0,16.0,-17.0
8233,Asia,Singapore,2020-03-31,-20.0,1.0,-10.0,-29.0,-18.0,15.0,-15.2
8234,Asia,Singapore,2020-04-01,-23.0,-9.0,-15.0,-31.0,-22.0,18.0,-20.0
8235,Asia,Singapore,2020-04-02,-25.0,-5.0,-22.0,-33.0,-27.0,19.0,-22.4
8236,Asia,Singapore,2020-04-03,-21.0,18.0,-29.0,-32.0,-20.0,21.0,-16.8
8237,Asia,Singapore,2020-04-04,-24.0,8.0,-27.0,-36.0,-7.0,15.0,-17.2
8238,Asia,Singapore,2020-04-05,-23.0,-1.0,-27.0,-40.0,-10.0,14.0,-20.2
8239,Asia,Singapore,2020-04-06,-15.0,12.0,-26.0,-32.0,-24.0,16.0,-17.0
8240,Asia,Singapore,2020-04-07,-51.0,-6.0,-37.0,-54.0,-52.0,32.0,-40.0
8241,Asia,Singapore,2020-04-08,-59.0,-21.0,-46.0,-63.0,-63.0,39.0,-50.4
8242,Asia,Singapore,2020-04-09,-57.0,-12.0,-37.0,-63.0,-64.0,38.0,-46.6
8243,Asia,Singapore,2020-04-10,-63.0,-13.0,-44.0,-75.0,-83.0,53.0,-55.6
8244,Asia,Singapore,2020-04-11,-61.0,-21.0,-51.0,-66.0,-51.0,32.0,-50.0
8245,Asia,Singapore,2020-04-12,-64.0,-31.0,-57.0,-70.0,-49.0,27.0,-54.2
8246,Asia,Singapore,2020-04-13,-60.0,-21.0,-53.0,-66.0,-64.0,40.0,-52.8
8247,Asia,Singapore,2020-04-14,-58.0,-14.0,-48.0,-65.0,-65.0,40.0,-50.0
8248,Asia,Singapore,2020-04-15,-60.0,-22.0,-52.0,-66.0,-66.0,42.0,-53.2
8249,Asia,Singapore,2020-04-16,-61.0,-19.0,-52.0,-66.0,-66.0,42.0,-52.8
8250,Asia,Singapore,2020-04-17,-60.0,-17.0,-57.0,-65.0,-65.0,47.0,-52.8
8251,Asia,Singapore,2020-04-18,-65.0,-22.0,-62.0,-66.0,-51.0,32.0,-53.2
8252,Asia,Singapore,2020-04-19,-66.0,-28.0,-61.0,-69.0,-49.0,27.0,-54.6
8253,Asia,Singapore,2020-04-20,-65.0,-20.0,-57.0,-68.0,-66.0,41.0,-55.2
8254,Asia,Singapore,2020-04-21,-64.0,-20.0,-60.0,-69.0,-67.0,42.0,-56.0
8255,Asia,Singapore,2020-04-22,-66.0,-25.0,-64.0,-69.0,-68.0,44.0,-58.4
8256,Asia,Singapore,2020-04-23,-68.0,-26.0,-66.0,-70.0,-69.0,44.0,-59.8
8257,Asia,Singapore,2020-04-24,-70.0,-29.0,-73.0,-71.0,-67.0,49.0,-62.0
8258,Asia,Singapore,2020-04-25,-68.0,-27.0,-71.0,-70.0,-55.0,34.0,-58.2
8259,Asia,Singapore,2020-04-26,-70.0,-35.0,-72.0,-72.0,-52.0,28.0,-60.2
8260,Asia,Singapore,2020-04-27,-67.0,-24.0,-65.0,-70.0,-68.0,43.0,-58.8
8261,Asia,Singapore,2020-04-28,-66.0,-22.0,-63.0,-69.0,-68.0,42.0,-57.6
8262,Asia,Singapore,2020-04-29,-67.0,-29.0,-63.0,-69.0,-69.0,43.0,-59.4
8263,Asia,Singapore,2020-04-30,-67.0,-24.0,-70.0,-67.0,-69.0,43.0,-59.4
8264,Asia,Singapore,2020-05-01,-68.0,-17.0,-73.0,-74.0,-83.0,55.0,-63.0
8265,Asia,Singapore,2020-05-02,-67.0,-22.0,-69.0,-67.0,-54.0,33.0,-55.8
8266,Asia,Singapore,2020-05-03,-69.0,-32.0,-70.0,-69.0,-49.0,28.0,-57.8
8267,Asia,Singapore,2020-05-04,-66.0,-21.0,-67.0,-68.0,-67.0,42.0,-57.8
8268,Asia,Singapore,2020-05-05,-65.0,-18.0,-63.0,-67.0,-67.0,42.0,-56.0
8269,Asia,Singapore,2020-05-06,-64.0,-19.0,-65.0,-66.0,-67.0,43.0,-56.2
8270,Asia,Singapore,2020-05-07,-66.0,-14.0,-60.0,-72.0,-83.0,48.0,-59.0
8271,Asia,Singapore,2020-05-08,-67.0,-19.0,-68.0,-66.0,-66.0,48.0,-57.2
8272,Asia,Singapore,2020-05-09,-65.0,-19.0,-68.0,-64.0,-51.0,32.0,-53.4
8273,Asia,Singapore,2020-05-10,-65.0,-29.0,-69.0,-67.0,-46.0,27.0,-55.2
8274,Asia,Singapore,2020-05-11,-66.0,-23.0,-64.0,-66.0,-66.0,42.0,-57.0
8275,Asia,Singapore,2020-05-12,-61.0,-15.0,-59.0,-64.0,-65.0,41.0,-52.8
8276,Asia,Singapore,2020-05-13,-63.0,-22.0,-62.0,-64.0,-65.0,43.0,-55.2
8900,Asia,Taiwan,2020-02-15,-9.0,-4.0,-2.0,-10.0,56.0,-1.0,6.2
8901,Asia,Taiwan,2020-02-16,-14.0,-8.0,-21.0,-22.0,-8.0,5.0,-14.6
8902,Asia,Taiwan,2020-02-17,-7.0,-3.0,-14.0,-17.0,-3.0,6.0,-8.8
8903,Asia,Taiwan,2020-02-18,-7.0,-2.0,-3.0,-15.0,2.0,5.0,-5.0
8904,Asia,Taiwan,2020-02-19,-7.0,-4.0,8.0,-12.0,3.0,4.0,-2.4
8905,Asia,Taiwan,2020-02-20,-5.0,-5.0,-4.0,-15.0,2.0,1.0,-5.4
8906,Asia,Taiwan,2020-02-21,-3.0,0.0,6.0,-12.0,0.0,5.0,-1.8
8907,Asia,Taiwan,2020-02-22,-8.0,1.0,3.0,-17.0,5.0,3.0,-3.2
8908,Asia,Taiwan,2020-02-23,-4.0,4.0,24.0,-15.0,-2.0,2.0,1.4
8909,Asia,Taiwan,2020-02-24,-3.0,1.0,6.0,-14.0,1.0,4.0,-1.8
8910,Asia,Taiwan,2020-02-25,-8.0,0.0,4.0,-12.0,11.0,2.0,-1.0
8911,Asia,Taiwan,2020-02-26,-10.0,-3.0,3.0,-11.0,11.0,2.0,-2.0
8912,Asia,Taiwan,2020-02-27,-3.0,-1.0,-9.0,-4.0,9.0,-3.0,-1.6
8913,Asia,Taiwan,2020-02-28,8.0,11.0,65.0,-14.0,-50.0,12.0,4.0
8914,Asia,Taiwan,2020-02-29,-7.0,1.0,31.0,-16.0,-4.0,3.0,1.0
8915,Asia,Taiwan,2020-03-01,-7.0,2.0,21.0,-11.0,0.0,1.0,1.0
8916,Asia,Taiwan,2020-03-02,-9.0,-1.0,-10.0,-14.0,10.0,2.0,-4.8
8917,Asia,Taiwan,2020-03-03,-10.0,-1.0,-2.0,-15.0,14.0,2.0,-2.8
8918,Asia,Taiwan,2020-03-04,-15.0,-7.0,-14.0,-16.0,14.0,2.0,-7.6
8919,Asia,Taiwan,2020-03-05,-14.0,-3.0,-30.0,-18.0,11.0,0.0,-10.8
8920,Asia,Taiwan,2020-03-06,-5.0,4.0,-1.0,-9.0,10.0,1.0,-0.2
8921,Asia,Taiwan,2020-03-07,-5.0,7.0,9.0,-18.0,11.0,2.0,0.8
8922,Asia,Taiwan,2020-03-08,-4.0,7.0,26.0,-16.0,3.0,2.0,3.2
8923,Asia,Taiwan,2020-03-09,-9.0,1.0,-3.0,-14.0,10.0,2.0,-3.0
8924,Asia,Taiwan,2020-03-10,-18.0,-4.0,-29.0,-18.0,11.0,4.0,-11.6
8925,Asia,Taiwan,2020-03-11,-9.0,1.0,-4.0,-12.0,14.0,1.0,-2.0
8926,Asia,Taiwan,2020-03-12,-10.0,-4.0,-15.0,-15.0,12.0,-2.0,-6.4
8927,Asia,Taiwan,2020-03-13,-13.0,-4.0,-21.0,-12.0,9.0,3.0,-8.2
8928,Asia,Taiwan,2020-03-14,-14.0,-1.0,-28.0,-25.0,6.0,6.0,-12.4
8929,Asia,Taiwan,2020-03-15,-2.0,7.0,31.0,-13.0,1.0,2.0,4.8
8930,Asia,Taiwan,2020-03-16,-7.0,3.0,0.0,-13.0,10.0,2.0,-1.4
8931,Asia,Taiwan,2020-03-17,-10.0,2.0,-3.0,-15.0,14.0,2.0,-2.4
8932,Asia,Taiwan,2020-03-18,-15.0,2.0,-11.0,-15.0,13.0,2.0,-5.2
8933,Asia,Taiwan,2020-03-19,-18.0,6.0,-29.0,-21.0,11.0,0.0,-10.2
8934,Asia,Taiwan,2020-03-20,-8.0,12.0,-5.0,-12.0,9.0,2.0,-0.8
8935,Asia,Taiwan,2020-03-21,-10.0,8.0,4.0,-23.0,9.0,3.0,-2.4
8936,Asia,Taiwan,2020-03-22,-8.0,6.0,24.0,-22.0,0.0,3.0,0.0
8937,Asia,Taiwan,2020-03-23,-12.0,4.0,-9.0,-19.0,8.0,3.0,-5.6
8938,Asia,Taiwan,2020-03-24,-13.0,3.0,-5.0,-19.0,12.0,3.0,-4.4
8939,Asia,Taiwan,2020-03-25,-14.0,2.0,0.0,-17.0,12.0,2.0,-3.4
8940,Asia,Taiwan,2020-03-26,-13.0,0.0,-10.0,-20.0,10.0,-1.0,-6.6
8941,Asia,Taiwan,2020-03-27,-13.0,0.0,-11.0,-17.0,7.0,3.0,-6.8
8942,Asia,Taiwan,2020-03-28,-21.0,-6.0,-33.0,-34.0,3.0,7.0,-18.2
8943,Asia,Taiwan,2020-03-29,-9.0,3.0,17.0,-24.0,-1.0,4.0,-2.8
8944,Asia,Taiwan,2020-03-30,-14.0,-2.0,-13.0,-20.0,6.0,4.0,-8.6
8945,Asia,Taiwan,2020-03-31,-11.0,1.0,-6.0,-17.0,9.0,3.0,-4.8
8946,Asia,Taiwan,2020-04-01,-10.0,2.0,-10.0,-6.0,7.0,1.0,-3.4
8947,Asia,Taiwan,2020-04-02,-1.0,8.0,10.0,-26.0,-50.0,11.0,-11.8
8948,Asia,Taiwan,2020-04-03,-1.0,10.0,40.0,-31.0,-55.0,16.0,-7.4
8949,Asia,Taiwan,2020-04-04,-24.0,-6.0,-7.0,-33.0,-23.0,7.0,-18.6
8950,Asia,Taiwan,2020-04-05,-22.0,-7.0,-12.0,-28.0,-9.0,6.0,-15.6
8951,Asia,Taiwan,2020-04-06,-20.0,-3.0,-28.0,-21.0,3.0,5.0,-13.8
8952,Asia,Taiwan,2020-04-07,-15.0,5.0,-18.0,-22.0,7.0,4.0,-8.6
8953,Asia,Taiwan,2020-04-08,-16.0,-1.0,-8.0,-21.0,8.0,3.0,-7.6
8954,Asia,Taiwan,2020-04-09,-13.0,2.0,-12.0,-23.0,7.0,0.0,-7.8
8955,Asia,Taiwan,2020-04-10,-8.0,7.0,-1.0,-17.0,4.0,3.0,-3.0
8956,Asia,Taiwan,2020-04-11,-18.0,0.0,-20.0,-32.0,4.0,6.0,-13.2
8957,Asia,Taiwan,2020-04-12,-14.0,1.0,-10.0,-33.0,-5.0,7.0,-12.2
8958,Asia,Taiwan,2020-04-13,-11.0,3.0,-6.0,-21.0,5.0,4.0,-6.0
8959,Asia,Taiwan,2020-04-14,-11.0,3.0,-1.0,-20.0,8.0,3.0,-4.2
8960,Asia,Taiwan,2020-04-15,-13.0,1.0,1.0,-18.0,8.0,3.0,-4.2
8961,Asia,Taiwan,2020-04-16,-11.0,-1.0,-5.0,-20.0,7.0,0.0,-6.0
8962,Asia,Taiwan,2020-04-17,-8.0,2.0,2.0,-15.0,3.0,3.0,-3.2
8963,Asia,Taiwan,2020-04-18,-11.0,2.0,5.0,-24.0,5.0,4.0,-4.6
8964,Asia,Taiwan,2020-04-19,-10.0,1.0,19.0,-25.0,-4.0,4.0,-3.8
8965,Asia,Taiwan,2020-04-20,-14.0,3.0,-6.0,-21.0,5.0,3.0,-6.6
